'INSERT INTO `dd_results` (`RaceDate`, `Start`, `Place`, `id`, `Boat`) VALUES
'2002-06-25', 2, 2, 150, 'Dreams'
'2002-06-25', 2, 3, 484, 'Sonata'
'2002-06-25', 3, 1, 371, 'Orca'
'2002-06-25', 3, 2, 599, 'Winkie'
'2002-06-25', 3, 3, 548, 'True Blue'
'2002-06-25', 4, 1, 530, 'Real One'
'2002-06-25', 4, 2, 524, 'Pterganon'
'2002-06-25', 4, 3, 531, 'Mojo'
'2002-07-02', 1, 1, 165, 'Enigma'
'2002-07-02', 1, 2, 359, 'No Name Ross 930'
'2002-07-02', 1, 3, 407, 'Re-Quest'
'2002-07-02', 2, 1, 140, 'Dangerous When Wet'
'2002-07-02', 2, 2, 215, 'Goose & Duck'
'2002-07-02', 2, 3, 150, 'Dreams'
'2002-07-02', 3, 1, 387, 'Polaris'
'2002-07-02', 3, 2, 91, 'Catavinas'
'2002-07-02', 3, 3, 447, 'Satisfaction'
'2002-07-02', 4, 1, 556, '505 #7845'
'2002-07-02', 4, 2, 158, 'Exclamation'
'2002-07-02', 4, 3, 238, 'Holder #12'
'2002-07-09', 1, 1, 355, 'Nacra 20'
'2002-07-09', 1, 2, 112, 'Carpe Fromage'
'2002-07-09', 1, 3, 452, 'Shoot the Moon'
'2002-07-09', 2, 1, 140, 'Dangerous When Wet'
'2002-07-09', 2, 2, 150, 'Dreams'
'2002-07-09', 2, 3, 74, 'Bridget'
'2002-07-09', 3, 1, 58, 'Black Majic'
'2002-07-09', 3, 2, 387, 'Polaris'
'2002-07-09', 3, 3, 254, 'Ignitor'
'2002-07-09', 4, 1, 556, '505 #7875'
'2002-07-09', 4, 2, 556, '470 #8'
'2002-07-09', 4, 3, 239, 'Holder #12 "Romero"'
'2002-07-23', 1, 1, 112, 'Carpe Fromage'
'2002-07-23', 1, 2, 452, 'Shoot the Moon'
'2002-07-23', 1, 3, 6, 'Aprisa'
'2002-07-23', 2, 1, 140, 'Dangerous When Wet'
'2002-07-23', 2, 2, 947, 'Tuesday'
'2002-07-23', 2, 3, 150, 'Dreams'
'2002-07-23', 3, 1, 387, 'Polaris'
'2002-07-23', 3, 2, 94, 'C-Stray'
'2002-07-23', 3, 3, 15, 'Agent Orange'
'2002-07-23', 4, 1, 616, 'XTC'
'2002-07-23', 4, 2, 208, 'Free Willy'
'2002-07-23', 4, 3, 470, 'Silky'
'2002-07-30', 1, 1, 262, 'Incantation'
'2002-07-30', 1, 2, 452, 'Shoot the Moon'
'2002-07-30', 1, 3, 112, 'Carpe Fromage'
'2002-07-30', 2, 1, 83, 'C&C 35 69211'
'2002-07-30', 2, 2, 150, 'Dreams'
'2002-07-30', 2, 3, 152, 'Eye Eye'
'2002-07-30', 3, 1, 387, 'Polaris'
'2002-07-30', 3, 2, 58, 'Black Magic'
'2002-07-30', 3, 3, 447, 'Satisfaction'
'2002-07-30', 4, 1, 513, 'Thistle #2427'
'2002-07-30', 4, 2, 556, '505 #7875'
'2002-07-30', 4, 3, 301, 'Laser "Estonia"'
'2002-08-06', 1, 1, 262, 'Incantation'
'2002-08-06', 1, 2, 269, 'Jaded'
'2002-08-06', 1, 3, 599, 'Wings'
'2002-08-06', 2, 1, 457, 'Star'
'2002-08-06', 2, 2, 51, 'Blue Bird'
'2002-08-06', 2, 3, 561, 'Ultimate 20'
'2002-08-06', 3, 1, 483, 'San Juan 21 #584'
'2002-08-06', 3, 2, 610, 'Winter\'s Dream'
'2002-08-06', 3, 3, 19, 'Alcy'
'2002-08-06', 4, 1, 559, '505 US #ES'
'2002-08-06', 4, 2, 158, 'Exclamation'
'2002-08-06', 4, 3, 581, 'Wet Spot'
'2002-08-13', 1, 1, 144, 'Dragon Fly'
'2002-08-13', 1, 2, 452, 'Shoot the Moon'
'2002-08-13', 1, 3, 262, 'Incantation'
'2002-08-13', 2, 1, 457, 'Star'
'2002-08-13', 2, 2, 348, 'N/A'
'2002-08-13', 2, 3, 348, 'N/A'
'2002-08-13', 3, 1, 387, 'Polaris'
'2002-08-13', 3, 2, 599, 'Winky'
'2002-08-13', 3, 3, 483, 'San Juan 21 #584'
'2002-08-13', 4, 1, 383, 'Pteranodon'
'2002-08-13', 4, 2, 556, '505 #7895'
'2002-08-13', 4, 3, 158, 'Exclamation'
'2002-08-20', 1, 1, 213, 'Go Dog Go'
'2002-08-20', 1, 2, 452, 'Shoot the Moon'
'2002-08-20', 1, 3, 112, 'Carpe Fromage'
'2002-08-20', 2, 1, 74, 'Bridget'
'2002-08-20', 2, 2, 150, 'Dreams'
'2002-08-20', 2, 3, 140, 'Dangerous When Wet'
'2002-08-20', 3, 1, 387, 'Polaris'
'2002-08-20', 3, 2, 15, 'Agent Orange'
'2002-08-20', 3, 3, 290, 'Lulu'
'2002-08-20', 4, 1, 158, 'Exclamation'
'2002-08-20', 4, 2, 512, 'Thistle'
'2002-08-20', 4, 3, 103, 'C-Lark'
'2002-08-27', 1, 1, 144, 'Dragon Fly'
'2002-08-27', 1, 2, 375, 'Poisson Soluble'
'2002-08-27', 1, 3, 165, 'Enigma'
'2002-08-27', 2, 1, 541, 'Twinkle Twinkle'
'2002-08-27', 2, 2, 947, 'Tuesday'
'2002-08-27', 2, 3, 150, 'Dreams'
'2002-08-27', 3, 1, 447, 'Satisfaction'
'2002-08-27', 3, 2, 244, 'Harbor 20'
'2002-08-27', 3, 3, 15, 'Agent Orange'
'2002-08-27', 4, 1, 30, 'Airhead'
'2002-08-27', 4, 2, 158, 'Exclamation'
'2002-08-27', 4, 3, 549, 'The Turk'
'2002-09-03', 1, 1, 375, 'Poisson Soluble'
'2002-09-03', 1, 2, 362, 'Obsession'
'2002-09-03', 1, 3, 165, 'Enigma'
'2002-09-03', 2, 1, 150, 'Dreams'
'2002-09-03', 2, 2, 947, 'Tuesday'
'2002-09-03', 2, 3, 541, 'Twinkle Twinkle'
'2002-09-03', 3, 1, 58, 'Black Majic'
'2002-09-03', 3, 2, 224, 'H-Boat'
'2002-09-03', 3, 3, 91, 'Catavinos'
'2002-09-03', 4, 1, 158, 'Exclamation'
'2002-09-03', 4, 2, 440, 'Skipping Stone'
'2002-09-03', 4, 3, 104, 'C-Lark & Holder 12 (Tie!)'
'2002-10-26', 1, 1, 253, 'Icon'
'2002-10-26', 1, 2, 65, 'Bandolier'
'2002-10-26', 1, 3, 389, 'Phoenix'
'2002-10-26', 2, 1, 35, 'Airloom'
'2002-10-26', 2, 2, 500, 'Serenity'
'2002-10-26', 2, 3, 2, 'Avatar'
'2002-10-26', 3, 1, 216, 'Garufa'
'2002-10-26', 3, 2, 249, 'Hare Mare'
'2002-10-26', 3, 3, 312, 'My Way'
'2002-10-26', 4, 1, 348, 'N/A'
'2002-10-26', 4, 2, 348, 'N/A'
'2002-10-26', 4, 3, 348, 'N/A'
'2003-05-13', 1, 1, 349, 'Neptune\'s Car'
'2003-05-13', 1, 2, 262, 'Incantation'
'2003-05-13', 1, 3, 452, 'Shoot the Moon'
'2003-05-13', 2, 1, 693, 'Scat'
'2003-05-13', 2, 2, 433, 'Scooby Doo'
'2003-05-13', 2, 3, 947, 'Tuesday'
'2003-05-13', 3, 1, 58, 'Black Magic'
'2003-05-13', 3, 2, 39, 'Buchan 37'
'2003-05-13', 3, 3, 580, 'WhooDat'
'2003-05-13', 4, 1, 297, 'Laser #3730'
'2003-05-13', 4, 2, 158, 'Exclamation'
'2003-05-13', 4, 3, 571, 'Whip/Wavelength/US #121'
'2003-05-20', 1, 1, 452, 'Shoot the Moon'
'2003-05-20', 1, 2, 6, 'Aprisa'
'2003-05-20', 1, 3, 254, 'Ignitor'
'2003-05-20', 2, 1, 947, 'Tuesday'
'2003-05-20', 2, 2, 236, 'Hooligan'
'2003-05-20', 2, 3, 80, 'Borderlord'
'2003-05-20', 3, 1, 486, 'Santana 20 #334'
'2003-05-20', 3, 2, 58, 'Black Magic'
'2003-05-20', 3, 3, 410, 'Restless'
'2003-05-20', 4, 1, 57, 'Blue Steel'
'2003-05-20', 4, 2, 571, 'Whip/Wavelength/US #121'
'2003-05-20', 4, 3, 158, 'Exclamation'
'2003-05-27', 1, 1, 112, 'Carpe Fromage'
'2003-05-27', 1, 2, 464, 'Stars & Stripes'
'2003-05-27', 1, 3, 370, 'Olson 911'
'2003-05-27', 2, 1, 236, 'Hooligan'
'2003-05-27', 2, 2, 61, 'Bullet'
'2003-05-27', 2, 3, 504, 'N/A'
'2003-05-27', 3, 1, 58, 'Black Magic'
'2003-05-27', 3, 2, 447, 'Satisfaction'
'2003-05-27', 3, 3, 425, 'Ranger 22 "Schmidt"'
'2003-05-27', 4, 1, 297, 'Laser #13470'
'2003-05-27', 4, 2, 562, 'Uncas'
'2003-05-27', 4, 3, 445, 'Stepping Stone'
'2003-06-03', 1, 1, 494, 'Shrek'
'2003-06-03', 1, 2, 326, 'My Dixie\'s Broken ( 49er)'
'2003-06-03', 1, 3, 112, 'Carpe Fromage'
'2003-06-03', 2, 1, 236, 'Hooligan'
'2003-06-03', 2, 2, 542, 'Twinkle Twinkle'
'2003-06-03', 2, 3, 947, 'Tuesday'
'2003-06-03', 3, 1, 506, 'T-Bone'
'2003-06-03', 3, 2, 58, 'Black Magic'
'2003-06-03', 3, 3, 428, 'S20 #334'
'2003-06-03', 4, 1, 382, 'Pteranodon'
'2003-06-03', 4, 2, 556, '505 #7875'
'2003-06-03', 4, 3, 348, '#2239'
'2003-06-10', 1, 1, 494, 'Shrek'
'2003-06-10', 1, 2, 49, 'Blue Fin'
'2003-06-10', 1, 3, 452, 'Shoot the Moon'
'2003-06-10', 2, 1, 693, 'Scat'
'2003-06-10', 2, 2, 541, 'Twinkle Twinkle'
'2003-06-10', 2, 3, 611, 'Where\'s the Beef?'
'2003-06-10', 3, 1, 506, 'T-Bone'
'2003-06-10', 3, 2, 58, 'Black Magic'
'2003-06-10', 3, 3, 428, 'S20#334'
'2003-06-10', 4, 1, 297, 'Laser #162239'
'2003-06-10', 4, 2, 562, 'Uncas'
'2003-06-10', 4, 3, 501, 'Whip/Wavelength/US #121'
'2003-06-17', 1, 1, 277, 'Jack Rabbit'
'2003-06-17', 1, 2, 452, 'Shoot the Moon'
'2003-06-17', 1, 3, 6, 'Aprisa'
'2003-06-17', 2, 1, 693, 'Scat'
'2003-06-17', 2, 2, 541, 'Twinkle Twinkle'
'2003-06-17', 2, 3, 236, 'Hooligan'
'2003-06-17', 3, 1, 447, 'Satisfaction'
'2003-06-17', 3, 2, 598, 'Wahine'
'2003-06-17', 3, 3, 483, 'San Juan 21 #584'
'2003-06-17', 4, 1, 408, 'Rough Stuff'
'2003-06-17', 4, 2, 522, 'Tasar #279'
'2003-06-17', 4, 3, 562, 'Uncas'
'2003-06-24', 1, 1, 494, 'Shrek'
'2003-06-24', 1, 2, 459, 'Storyville'
'2003-06-24', 1, 3, 112, 'Carpe Fromage'
'2003-06-24', 2, 1, 461, 'Star #7469'
'2003-06-24', 2, 2, 947, 'Tuesday'
'2003-06-24', 2, 3, 693, 'Scat'
'2003-06-24', 3, 1, 610, 'Winter\'s Dream'
'2003-06-24', 3, 2, 598, 'Wahine'
'2003-06-24', 3, 3, 599, 'Winkie'
'2003-06-24', 4, 1, 222, 'Hobie #37373'
'2003-06-24', 4, 2, 222, 'Hobie #7875'
'2003-06-24', 4, 3, 512, 'Thistle #593'
'2003-07-01', 1, 1, 277, 'Jack Rabbit'
'2003-07-01', 1, 2, 452, 'Shoot the Moon'
'2003-07-01', 1, 3, 35, 'Airloom'
'2003-07-01', 2, 1, 74, 'Bridget'
'2003-07-01', 2, 2, 236, 'Hooligan'
'2003-07-01', 2, 3, 150, 'Dreams'
'2003-07-01', 3, 1, 447, 'Satisfaction'
'2003-07-01', 3, 2, 58, 'Black Majic'
'2003-07-01', 3, 3, 591, 'Wool Gatherer'
'2003-07-01', 4, 1, 513, 'Thistle #3593'
'2003-07-01', 4, 2, 222, 'Hobie #1529'
'2003-07-01', 4, 3, 297, 'Laser #162239'
'2003-07-08', 1, 1, 494, 'Shrek'
'2003-07-08', 1, 2, 459, 'Storyville'
'2003-07-08', 1, 3, 112, 'Carpe Fromage'
'2003-07-08', 2, 1, 611, 'Where\'s the Beef?'
'2003-07-08', 2, 2, 693, 'Scat'
'2003-07-08', 2, 3, 541, 'Twinkle Twinkle'
'2003-07-08', 3, 1, 598, 'Wahine'
'2003-07-08', 3, 2, 58, 'Black Majic'
'2003-07-08', 3, 3, 504, 'N/A'
'2003-07-08', 4, 1, 556, '505 #7845'
'2003-07-08', 4, 2, 234, 'Hydrotherapy'
'2003-07-08', 4, 3, 562, 'Uncas'
'2003-07-15', 1, 1, 494, 'Shrek'
'2003-07-15', 1, 2, 459, 'Storyville'
'2003-07-15', 1, 3, 277, 'Jack Rabbit'
'2003-07-15', 2, 1, 150, 'Dreams'
'2003-07-15', 2, 2, 611, 'Where\'s the beef?'
'2003-07-15', 2, 3, 541, 'Twinkle Twinkle'
'2003-07-15', 3, 1, 58, 'Black Majic'
'2003-07-15', 3, 2, 598, 'Wahine'
'2003-07-15', 3, 3, 91, 'Catavinos'
'2003-07-15', 4, 1, 234, 'Hydrotherapy'
'2003-07-15', 4, 2, 64, 'Bump Pass & Away'
'2003-07-15', 4, 3, 562, 'Uncas'
'2003-07-29', 1, 1, 494, 'Shrek'
'2003-07-29', 1, 2, 452, 'Shoot the Moon'
'2003-07-29', 1, 3, 464, 'Stars & Stripes'
'2003-07-29', 2, 1, 74, 'Bridget'
'2003-07-29', 2, 2, 150, 'Dreams'
'2003-07-29', 2, 3, 693, 'Scat'
'2003-07-29', 3, 1, 598, 'Wahine'
'2003-07-29', 3, 2, 599, 'Winky'
'2003-07-29', 3, 3, 58, 'Black Majic'
'2003-07-29', 4, 1, 513, 'Thistle #3593'
'2003-07-29', 4, 2, 297, 'Laser #131377'
'2003-07-29', 4, 3, 234, 'HydroTherapy'
'2003-08-05', 1, 1, 277, 'Jack Rabbit'
'2003-08-05', 1, 2, 144, 'Dragon Fly'
'2003-08-05', 1, 3, 112, 'Carpe Fromage'
'2003-08-05', 2, 1, 693, 'Scat'
'2003-08-05', 2, 2, 276, 'Jammer'
'2003-08-05', 2, 3, 150, 'Dreams'
'2003-08-05', 3, 1, 58, 'Black Majic'
'2003-08-05', 3, 2, 447, 'Satisfaction'
'2003-08-05', 3, 3, 141, 'Do the Math'
'2003-08-05', 4, 1, 382, 'Pteranodon'
'2003-08-05', 4, 2, 513, 'Thistle #3593'
'2003-08-05', 4, 3, 234, 'Hydrotherapy'
'2003-08-12', 1, 1, 494, 'Shrek'
'2003-08-12', 1, 2, 144, 'Dragon Fly'
'2003-08-12', 1, 3, 278, 'Jack Rabbit'
'2003-08-12', 2, 1, 150, 'Dreams'
'2003-08-12', 2, 2, 53, 'Blue Jay'
'2003-08-12', 2, 3, 76, 'Bridget'
'2003-08-12', 3, 1, 598, 'Wahine'
'2003-08-12', 3, 2, 610, 'Winter\'s Dream'
'2003-08-12', 3, 3, 600, 'Winky'
'2003-08-12', 4, 1, 409, 'Rough Stuff'
'2003-08-12', 4, 2, 556, '505 #7895'
'2003-08-12', 4, 3, 472, 'Gold Rush-Sail #677'
'2003-08-19', 1, 1, 459, 'Storyville'
'2003-08-19', 1, 2, 494, 'Shrek'
'2003-08-19', 1, 3, 112, 'Carpe Fromage'
'2003-08-19', 2, 1, 150, 'Dreams'
'2003-08-19', 2, 2, 693, 'Scat'
'2003-08-19', 2, 3, 53, 'Blue Jay'
'2003-08-19', 3, 1, 598, 'Wahine'
'2003-08-19', 3, 2, 447, 'Satisfaction'
'2003-08-19', 3, 3, 91, 'Catavinos'
'2003-08-19', 4, 1, 556, '505 #7795'
'2003-08-19', 4, 2, 514, 'Rough Stuff'
'2003-08-19', 4, 3, 526, 'Sea Biscut'
'2003-08-26', 1, 1, 494, 'Shrek'
'2003-08-26', 1, 2, 459, 'Storyville'
'2003-08-26', 1, 3, 308, 'Lunch Box'
'2003-08-26', 2, 1, 150, 'Dreams'
'2003-08-26', 2, 2, 541, 'Twinkle Twinkle'
'2003-08-26', 2, 3, 611, 'Where\'s the beef?'
'2003-08-26', 3, 1, 447, 'Satisfaction'
'2003-08-26', 3, 2, 58, 'Black Majic'
'2003-08-26', 3, 3, 90, 'Code Blue'
'2003-08-26', 4, 1, 526, 'Sea Biscut'
'2003-08-26', 4, 2, 514, 'Rough Stuff'
'2003-08-26', 4, 3, 301, 'Laser "Estonia"'
'2003-09-02', 1, 1, 277, 'Jack Rabbit'
'2003-09-02', 1, 2, 452, 'Shoot the Moon'
'2003-09-02', 1, 3, 112, 'Carpe Fromage'
'2003-09-02', 2, 1, 693, 'Scat'
'2003-09-02', 2, 2, 541, 'Twinkle Twinkle'
'2003-09-02', 2, 3, 150, 'Dreams'
'2003-09-02', 3, 1, 347, 'Merlot'
'2003-09-02', 3, 2, 447, 'Satisfaction'
'2003-09-02', 3, 3, 58, 'Black Majic'
'2003-09-02', 4, 1, 234, 'Hydrotherapy'
'2003-09-02', 4, 2, 408, 'Rough Stuff'
'2003-09-02', 4, 3, 431, 'Sea Bisquit'
'2003-10-25', 1, 1, 69, 'BraveHeart'
'2003-10-25', 1, 2, 210, 'Gecko'
'2003-10-25', 1, 3, 153, 'Epic'
'2003-10-25', 2, 1, 102, 'Calculated Risk'
'2003-10-25', 2, 2, 49, 'Blue Fin'
'2003-10-25', 2, 3, 446, 'Systique'
'2003-10-25', 3, 1, 106, 'Chemistry'
'2003-10-25', 3, 2, 5, 'Avlar'
'2003-10-25', 3, 3, 28, 'Amarti'
'2003-10-25', 4, 1, 348, 'N/A'
'2003-10-25', 4, 2, 348, 'N/A'
'2003-10-25', 4, 3, 348, 'N/A'
'2004-05-18', 1, 1, 350, 'Neptune\'s Car'
'2004-05-18', 1, 2, 566, 'Voca Loca'
'2004-05-18', 1, 3, 599, 'Wings'
'2004-05-18', 2, 1, 160, 'Etchells US #88'
'2004-05-18', 2, 2, 276, 'Jammer'
'2004-05-18', 2, 3, 150, 'Dreams'
'2004-05-18', 3, 1, 694, 'Full Moon'
'2004-05-18', 3, 2, 58, 'Black Majic'
'2004-05-18', 3, 3, 599, 'Winkie'
'2004-05-18', 4, 1, 213, 'Go Dog Go'
'2004-05-18', 4, 2, 504, 'N/A'
'2004-05-18', 4, 3, 504, 'N/A'
'2004-05-25', 1, 1, 459, 'Storyville'
'2004-05-25', 1, 2, 452, 'Shoot the Moon'
'2004-05-25', 1, 3, 554, 'U-20'
'2004-05-25', 2, 1, 206, 'Freedom'
'2004-05-25', 2, 2, 143, 'Dragon'
'2004-05-25', 2, 3, 134, 'Distance'
'2004-05-25', 3, 1, 591, 'Wool Gatherer'
'2004-05-25', 3, 2, 429, '#227'
'2004-05-25', 3, 3, 694, 'Full Moon'
'2004-05-25', 4, 1, 522, 'Tasar #2266'
'2004-05-25', 4, 2, 297, 'Laser #25'
'2004-05-25', 4, 3, 213, 'Go Dog Go'
'2004-06-01', 1, 1, 459, 'Storyville'
'2004-06-01', 1, 2, 277, 'Jack Rabbit'
'2004-06-01', 1, 3, 452, 'Shoot the Moon'
'2004-06-01', 2, 1, 215, 'Goose & Duck'
'2004-06-01', 2, 2, 611, 'Where\'s the Beef?'
'2004-06-01', 2, 3, 693, 'Scat'
'2004-06-01', 3, 1, 264, 'Intrigue'
'2004-06-01', 3, 2, 519, 'Tack and Jibe'
'2004-06-01', 3, 3, 591, 'Wool Gatherer'
'2004-06-01', 4, 1, 525, 'Tasar #2266'
'2004-06-01', 4, 2, 298, 'Laser #162239'
'2004-06-01', 4, 3, 297, 'Laser #165885'
'2004-06-08', 1, 1, 459, 'Storyville'
'2004-06-08', 1, 2, 452, 'Shoot the Moon'
'2004-06-08', 1, 3, 599, 'Wings'
'2004-06-08', 2, 1, 418, 'Red Wing'
'2004-06-08', 2, 2, 694, 'Full Moon'
'2004-06-08', 2, 3, 693, 'Scat'
'2004-06-08', 3, 1, 280, 'K-Sea & Code Blue'
'2004-06-08', 3, 2, 599, 'Winkie'
'2004-06-08', 3, 3, 94, 'C-Stray'
'2004-06-08', 4, 1, 556, '505 #8446'
'2004-06-08', 4, 2, 635, '# 2239'
'2004-06-08', 4, 3, 522, 'Tasar #2266'
'2004-06-15', 1, 1, 452, 'Sydney Anne'
'2004-06-15', 1, 2, 452, 'Shoot the Moon'
'2004-06-15', 1, 3, 110, 'Carpe the Pirate'
'2004-06-15', 2, 1, 286, 'Katrinka Finkelspat'
'2004-06-15', 2, 2, 150, 'Dreams'
'2004-06-15', 2, 3, 74, 'Bridget'
'2004-06-15', 3, 1, 22, 'Almond Joy'
'2004-06-15', 3, 2, 599, 'Winkie'
'2004-06-15', 3, 3, 58, 'Black Majic'
'2004-06-15', 4, 1, 556, '505 #8446'
'2004-06-15', 4, 2, 556, '505 #7845'
'2004-06-15', 4, 3, 512, 'Thistle'
'2004-06-22', 1, 1, 459, 'Storyville'
'2004-06-22', 1, 2, 452, 'Sydney Anne'
'2004-06-22', 1, 3, 140, 'Dangerous When Wet 3'
'2004-06-22', 2, 1, 150, 'Dreams'
'2004-06-22', 2, 2, 693, 'Scat'
'2004-06-22', 2, 3, 461, 'Star #7469'
'2004-06-22', 3, 1, 599, 'Winkie'
'2004-06-22', 3, 2, 58, 'Black Majic'
'2004-06-22', 3, 3, 556, '#69225'
'2004-06-22', 4, 1, 556, '505 #8446'
'2004-06-22', 4, 2, 556, '505 #7845'
'2004-06-22', 4, 3, 297, 'Laser #150132'
'2004-06-29', 1, 1, 452, 'Sydney Anne'
'2004-06-29', 1, 2, 452, 'Shoot the Moon'
'2004-06-29', 1, 3, 599, 'Wings'
'2004-06-29', 2, 1, 150, 'Dreams'
'2004-06-29', 2, 2, 286, 'Katrinka Finkelspat'
'2004-06-29', 2, 3, 407, 'Ricochet'
'2004-06-29', 3, 1, 599, 'Winkie'
'2004-06-29', 3, 2, 58, 'Black Majic'
'2004-06-29', 3, 3, 424, 'Ranger 22'
'2004-06-29', 4, 1, 556, '505 #7875'
'2004-06-29', 4, 2, 643, '#2266'
'2004-06-29', 4, 3, 645, '#284804'
'2004-07-06', 1, 1, 459, 'Storyville'
'2004-07-06', 1, 2, 452, 'Sydney Anne'
'2004-07-06', 1, 3, 555, 'U-20'
'2004-07-06', 2, 1, 150, 'Dreams'
'2004-07-06', 2, 2, 693, 'Scat'
'2004-07-06', 2, 3, 947, 'Tuesday'
'2004-07-06', 3, 1, 58, 'Black Majic'
'2004-07-06', 3, 2, 637, '# 227'
'2004-07-06', 3, 3, 448, 'Satisfaction'
'2004-07-06', 4, 1, 632, '# 1579'
'2004-07-06', 4, 2, 636, '# 2266'
'2004-07-06', 4, 3, 84, 'CFJ 4/ 5 Boats This Start'
'2004-07-13', 1, 1, 145, 'Dragon Fly'
'2004-07-13', 1, 2, 452, 'Sydney Anne'
'2004-07-13', 1, 3, 453, 'Shoot the Moon'
'2004-07-13', 2, 1, 393, 'Percussive Maintenance'
'2004-07-13', 2, 2, 266, 'J24 US #2169'
'2004-07-13', 2, 3, 161, 'Etchells US #88'
'2004-07-13', 3, 1, 90, 'Code Blue'
'2004-07-13', 3, 2, 358, 'Native Sun'
'2004-07-13', 3, 3, 86, 'C & C 25 /30 Boats This Start'
'2004-07-13', 4, 1, 85, 'CFJ 25 Dingy Style'
'2004-07-13', 4, 2, 636, '# 2266'
'2004-07-13', 4, 3, 43, '# 1579 / 9 Boats This Start'
'2004-07-27', 1, 1, 459, 'Storyville'
'2004-07-27', 1, 2, 112, 'Carpe Fromage'
'2004-07-27', 1, 3, 453, 'Sydney Anne'
'2004-07-27', 2, 1, 74, 'Bridget'
'2004-07-27', 2, 2, 693, 'Scat'
'2004-07-27', 2, 3, 613, 'Where\'s the Beef?'
'2004-07-27', 3, 1, 599, 'Winkie'
'2004-07-27', 3, 2, 22, 'Almond Joy'
'2004-07-27', 3, 3, 448, 'Satisfaction'
'2004-07-27', 4, 1, 382, 'Pteranodon'
'2004-07-27', 4, 2, 556, '505 #7795'
'2004-07-27', 4, 3, 527, 'Tasar #2266'
'2004-08-03', 1, 1, 459, 'Storyville'
'2004-08-03', 1, 2, 140, 'Dangerous When Wet 3'
'2004-08-03', 1, 3, 453, 'Shoot the Moon'
'2004-08-03', 2, 1, 150, 'Dreams'
'2004-08-03', 2, 2, 693, 'Scat'
'2004-08-03', 2, 3, 54, 'Blue Jay 22 Boats This Start'
'2004-08-03', 3, 1, 58, 'Black Majic'
'2004-08-03', 3, 2, 447, 'Satisfaction'
'2004-08-03', 3, 3, 225, 'Heavy Too'
'2004-08-03', 4, 1, 297, 'Laser #131377'
'2004-08-03', 4, 2, 297, 'Laser #152204'
'2004-08-03', 4, 3, 523, 'Tasar #1579'
'2004-08-10', 1, 1, 459, 'Storyville'
'2004-08-10', 1, 2, 452, 'Sydney Anne'
'2004-08-10', 1, 3, 453, 'Shoot the Moon'
'2004-08-10', 2, 1, 150, 'Dreams'
'2004-08-10', 2, 2, 74, 'Bridget'
'2004-08-10', 2, 3, 612, 'Where\'s the Beef?'
'2004-08-10', 3, 1, 254, 'Ignitor'
'2004-08-10', 3, 2, 599, 'Winkie'
'2004-08-10', 3, 3, 505, 'N/A'
'2004-08-10', 4, 1, 571, 'Whip/Wavelength/US #121'
'2004-08-10', 4, 2, 103, 'C-Lark'
'2004-08-10', 4, 3, 504, 'N/A'
'2004-08-17', 1, 1, 459, 'Storyville'
'2004-08-17', 1, 2, 452, 'Sydney Anne'
'2004-08-17', 1, 3, 453, 'Shoot the Moon'
'2004-08-17', 2, 1, 693, 'Scat'
'2004-08-17', 2, 2, 150, 'Dreams'
'2004-08-17', 2, 3, 508, 'TBird #60'
'2004-08-17', 3, 1, 22, 'Almond Joy'
'2004-08-17', 3, 2, 599, 'Winky'
'2004-08-17', 3, 3, 59, 'Black Majic/24 Boats This Start'
'2004-08-17', 4, 1, 522, 'Tasar #2687'
'2004-08-17', 4, 2, 556, '505 #8446'
'2004-08-17', 4, 3, 490, 'Sonar #2266'
'2004-08-24', 1, 1, 452, 'Shoot the Moon'
'2004-08-24', 1, 2, 407, 'Ricochet'
'2004-08-24', 1, 3, 6, 'Aprisa'
'2004-08-24', 2, 1, 171, 'Festivus'
'2004-08-24', 2, 2, 693, 'Scat'
'2004-08-24', 2, 3, 947, 'Tuesday'
'2004-08-24', 3, 1, 90, 'Code Blue'
'2004-08-24', 3, 2, 58, 'Black Magic'
'2004-08-24', 3, 3, 599, 'Winky'
'2004-08-24', 4, 1, 556, '505 #8792'
'2004-08-24', 4, 2, 213, 'Go Dog Go'
'2004-08-24', 4, 3, 348, 'N/A'
'2004-08-31', 1, 1, 459, 'Storyville'
'2004-08-31', 1, 2, 452, 'Sydney Anne'
'2004-08-31', 1, 3, 552, 'Trimaran F-33'
'2004-08-31', 2, 1, 693, 'Scat'
'2004-08-31', 2, 2, 286, 'Katrinka Finkelspat'
'2004-08-31', 2, 3, 75, 'Bridget'
'2004-08-31', 3, 1, 485, 'Shindig'
'2004-08-31', 3, 2, 599, 'Winkie'
'2004-08-31', 3, 3, 43, '# 227 / 28 Boats This Start'
'2004-08-31', 4, 1, 283, 'Kestrel'
'2004-08-31', 4, 2, 522, 'Taser #226'
'2004-08-31', 4, 3, 214, 'Go Dog Go'
'2004-09-07', 1, 1, 460, 'Storyville'
'2004-09-07', 1, 2, 553, 'Trimaran F-33'
'2004-09-07', 1, 3, 455, 'Shoot the Moon'
'2004-09-07', 2, 1, 693, 'Scat'
'2004-09-07', 2, 2, 172, 'Festivus'
'2004-09-07', 2, 3, 255, 'Ignitor'
'2004-09-07', 3, 1, 92, 'Catavinos & Black Majic'
'2004-09-07', 3, 2, 23, 'Almond Joy & Winky'
'2004-09-07', 3, 3, 21, 'Alloy & Anakerna'
